Country_code_A3,Name,year,co2_gg,co2_mt,ch4_gg,ch4_mt,n2o_gg,n2o_mt,gdp_annual_growth,post_paris,co2_mt_mean,co2_gg_mean,rank
CAN,Canada,1986,416607.786576,416.607786576,3149.7757376449,3.1497757376449,122.53560827286,.12253560827286,2.1214809,0,579.8594677981177,579859.4677981178,11
CAN,Canada,1987,429345.47448278,429.34547448278,3205.809807464,3.205809807464,130.20870151336,.13020870151336,4.0720158,0,579.8594677981177,579859.4677981178,11
CAN,Canada,1988,460367.06943568,460.36706943568,3343.6264339157,3.3436264339157,129.89093971298,.12989093971298,4.4108391,0,579.8594677981177,579859.4677981178,11
CAN,Canada,1989,475497.80888431,475.49780888431,3427.4238997124,3.4274238997124,150.55793261796,.15055793261796,2.3373299,0,579.8594677981177,579859.4677981178,11
CAN,Canada,1990,440500.90817558,440.50090817558,3358.1112324908,3.3581112324908,151.69278648805,.15169278648805,.20294787,0,579.8594677981177,579859.4677981178,11
CAN,Canada,1991,434552.49539704,434.55249539704,3446.7898811882,3.4467898811882,141.47827177078,.14147827177078,-2.0910552,0,579.8594677981177,579859.4677981178,11
CAN,Canada,1992,447318.16040191,447.31816040191,3612.3851548773,3.6123851548773,141.29792841531,.14129792841531,.89046615,0,579.8594677981177,579859.4677981178,11
CAN,Canada,1993,446666.00524288,446.66600524288,3728.1239422457,3.7281239422457,147.91084777842,.14791084777842,2.657707,0,579.8594677981177,579859.4677981178,11
CAN,Canada,1994,463885.7679564,463.8857679564,3876.3890598706,3.8763890598706,162.85795578878,.16285795578878,4.4940491,0,579.8594677981177,579859.4677981178,11
CAN,Canada,1995,475942.74790306,475.94274790306,4042.0284076127,4.0420284076127,162.09456199968,.16209456199968,2.6823282,0,579.8594677981177,579859.4677981178,11
CAN,Canada,1996,489868.14668442,489.86814668442,4168.2078307567,4.1682078307567,162.4906109623,.1624906109623,1.6889613,0,579.8594677981177,579859.4677981178,11
CAN,Canada,1997,505642.94986824,505.64294986824,4304.0977832491,4.3040977832491,137.7419133669,.1377419133669,4.2801666,0,579.8594677981177,579859.4677981178,11
CAN,Canada,1998,513847.88915851,513.84788915851,4336.7948792337,4.3367948792337,135.31322969511,.13531322969511,3.8928866,0,579.8594677981177,579859.4677981178,11
CAN,Canada,1999,523444.57016598,523.4445701659801,4369.4244407221,4.3694244407221,134.31549722906,.13431549722906,5.1410036,0,579.8594677981177,579859.4677981178,11
CAN,Canada,2000,543107.5964609,543.1075964609,4473.3236556418,4.473323655641799,131.62489832014,.13162489832014,5.1385393,0,579.8594677981177,579859.4677981178,11
CAN,Canada,2001,534375.5757501899,534.3755757501899,4521.2629652063,4.5212629652063,128.47484792615,.12847484792615,1.8750981,0,579.8594677981177,579859.4677981178,11
CAN,Canada,2002,554065.9906224899,554.0659906224899,4573.8368370616,4.5738368370616,128.54238223192,.12854238223192,2.9992554,0,579.8594677981177,579859.4677981178,11
CAN,Canada,2003,573682.73691157,573.6827369115699,4568.5952913537,4.5685952913537,131.68028007134,.13168028007134,1.8063852,0,579.8594677981177,579859.4677981178,11
CAN,Canada,2004,559748.44669706,559.74844669706,4671.6058563284,4.6716058563284,128.46182668853,.12846182668853,3.0923638,0,579.8594677981177,579859.4677981178,11
